Date,JPM,BRK.b,BAC,WFC,C,GS,USB,MS,PNC,CHCO,CSBK,AAPL,AMD,ORCL
2016-05-13,58.957399263536,141.4,13.566673590324,46.157585071934996,42.193854546296,152.20160991341,40.013906097164,25.070725958245,82.391368878618,45.062792881319,14.680604933404,88.46407245784701,3.67,38.693215586248996
2016-05-16,59.400543114209995,141.85,13.615544892883001,46.186290037775,42.233004492523,152.24080177897,40.265019193598,25.380599743747002,83.081690708967,45.924231147953996,14.661056857594,91.747758753233,3.79,39.044883286604
2016-05-17,59.400543114209995,140.34,13.693738976977,45.564349111225994,42.771316253146,151.52555023245,39.328174179979,25.332181964762,82.867788169986,44.65121682059301,14.182129000246,91.36661659394699,3.79,38.683447039017
2016-05-18,61.693330863347995,141.47,14.358388691777,46.549886271758005,44.895200835968,156.70867445314,40.197411821481,26.378005990829998,85.930483614494,45.905088075361995,14.436253985778,92.412314313014,3.84,38.556455925
2016-05-19,61.067149335222,140.79,14.202000523588,46.291541579192,44.102414424868,151.5745400644,40.100829861314004,25.767941975623998,85.444341480445,45.024506736134995,14.172354962341002,92.06049078136499,3.77,37.941037449379
2016-05-20,61.182752078876,141.83,14.192226263077,46.645569491227995,43.94581463995999,151.38837870298,40.313310173682,25.922878868375,85.745749603556,45.82851578499501,14.475350137398,93.05732412103599,3.87,38.497844641608
2016-05-23,61.13458426902,141.48,14.143354960518,46.59772788149299,44.151351857651996,152.3093875437,40.236044605548,25.980980203155998,85.386004424359,45.656228131667994,14.514446289017998,94.23984210241,4.04,38.27316805527
2016-05-24,62.175008961906,143.71,14.348614431264998,47.076143978839,44.885413349411,154.40615235132,40.834852758583004,26.542626439378,86.56246838875799,46.890956313844995,14.514446289017998,95.676454856642,4.2,38.976503455979
2016-05-25,63.11909803508,144.08,14.583196683547001,48.320025831938,45.942461897544,157.99220805032,41.491610087718,26.900918003864998,87.729209510475,47.187673939019,14.543768402734,97.357389507852,4.18,39.201180042317
2016-05-26,62.647053498493,143.05,14.368162952288001,48.367867441673,45.130100513331,156.003220873,41.211522403234,26.552309995174998,87.009719152083,46.651667906446,14.690972536364,98.12944670230301,4.35,39.02534619214
2016-05-27,63.03239597734,143.35,14.5440996415,48.65491710007999,45.5901123815,156.94382564651002,41.481951891701996,26.658829108941003,87.73893235315597,47.216388547907,14.759667798726001,98.07080944702801,4.6,39.142568758924
2016-05-31,62.87825898580101,140.54,14.456131296894,48.53052891477,45.580324894943,156.89463620702,41.356395343485,26.503892216191,87.252790219107,47.053672430876,14.828363061087,97.59193852895099,4.57,39.269559872940995
2016-06-01,63.28286858859,141.99,14.573422423035,48.798441929284,45.942461897544,157.37669271405,41.530242871785,26.620094885754,87.252790219107,47.407819273826,14.828363061087,96.223735905873,4.43,39.328171156334
2016-06-02,63.39847133224399,142.11,14.6518796097,48.9036934707,45.971824357214004,156.69787844905,41.588192047884995,26.416740214018002,87.51530697149401,47.350390056049996,14.808735843269,95.500543090818,4.24,37.765203599201996
2016-06-03,62.271344581618,141.14,14.141907896377,48.023407851584,44.425401481242,153.14640091765,40.921776522733005,25.700157085046,86.115217625433,46.929242459029,14.592836447277,95.6960006084,4.16,38.195019677413
2016-06-06,62.887892547772,141.82,14.239979379709,48.310457509991,44.76796351073,154.51386733556,41.414344519585,26.000347314749998,87.43752423004602,47.369533128642,14.779295016543,96.389874795818,4.47,38.527150283304
2016-06-07,62.675954184407,141.41,14.073257858046,48.099954427159005,44.572213779594,152.65450652272,41.201864207217,25.680789973452,86.63052828752502,47.139816257538996,14.749854189816999,96.78078983098301,4.51,38.224325319109
2016-06-08,62.858991861858996,142.53,14.151715044711,47.841609734592,44.591788752708,152.13309846408995,41.346737147468,25.700157085046,87.01944199476402,47.37910466493801,14.887244714539001,96.692833948071,4.46,38.370853527591
2016-06-09,62.3773137633,142.23,13.916343484715,47.01873404715701,44.053476992084,150.686928943,41.085965855017,25.254713518387,85.881869401089,46.948385531621,14.769481407634,97.386708135489,4.52,38.146176941252996
2016-06-10,61.500659623924,141.76,13.563286144723001,46.253268291404,42.967065984281,147.46010171225,40.525790486049,24.731801505352998,84.58873132451899,46.871813241253,14.681158927456,96.585332313401,4.32,37.843351977059
2016-06-13,60.951546591568004,140.94,13.337721733060999,45.899240379368,42.242791979079,146.22052783703,40.255360997581,24.460661943038996,83.94702370757399,46.173091091649,14.661531709638,95.12917380741101,4.4,37.726129410274
2016-06-14,59.805152716999,141.3,13.004278689734,44.856293287153996,41.068293592265,143.82008318977,39.782109392763,23.821547260442,82.07051507014499,45.617941986484006,14.690972536364,95.24644831796,4.39,37.931268902147
2016-06-15,59.699183535316,140.45,13.082735876399,44.760610067685,41.117231025049,143.79056952607002,39.617920060479996,23.937749930005,81.885781059207,45.732800422035,14.661531709638,94.933716289828,4.42,37.550295560096004
2016-06-16,59.940022584595006,141.99,13.0533144314,44.827588321313,41.224893377174,144.25295025731,39.656552844546,24.276674382897,81.545481565373,45.349938970197,14.710599754182,95.334404200873,4.75,37.745666504738004
2016-06-17,59.997823956422,140.73,13.141578766398,44.58838027264,41.577242893218,143.27899935533998,39.70484382463,24.509079722023,81.360747554434,44.670359893184994,14.700786145272998,93.164825755707,5.26,38.761595416874
2016-06-20,60.084526014162996,141.67,13.278878843062,44.904134896887996,41.890442463035,145.35479370195,39.811083980812995,25.080409514042,81.691324205587,44.98622059095101,14.641904491821,92.94004961048701,5.1,38.810438153034
2016-06-21,60.64327260849,143.53,13.357336029727001,45.19118455529601,42.007892301717,145.94506697587,39.955956921064,25.37091618795,82.187189182317,45.17765131687001,14.622277274003,93.73165255669599,5.45,39.064420381068004
2016-06-22,60.41206712118201,143.94,13.347528881394,44.942408184676,41.772992624354,145.73847133,39.936640529031,25.554903748092,82.41081456398001,45.17765131687001,14.553582011642,93.379829025047,5.02,39.083957475531996
2016-06-23,61.702964425319,145.98,13.769236259718001,45.84183044768601,43.515165231461,150.18519666017,40.7865617785,26.42642376981501,84.267877516047,46.18266262794501,14.720413363091,93.917337198399,5.21,39.884978348562
2016-06-24,57.41602934815,139.71,12.749292833073001,43.73679961936401,39.443570823839,139.56027772967,38.497569322543,23.744078814066,78.832808457379,42.947483359915,14.504513967099,91.278660711035,4.88,38.322010791429996
2016-06-27,55.498950515888005,138.5,11.945106669756,43.067017083079996,37.662248270504996,137.2483740735,37.36756038859,22.86287523654601,75.721498799466,41.215035290348,14.41619148692,89.949549591474,4.72,37.589369749025
2016-06-28,57.338960852381,140.28,12.455078383079,44.109964175293996,39.580595635634,140.10136156408998,37.990514031667,23.831230816239,76.781288651693,41.827613613288996,14.465259531464,91.46434535273899,5.12,38.224325319109
2016-06-29,58.957399263536,142.12,12.935628651401998,44.942408184676,41.224893377174,143.14126892476003,38.573787020893995,24.431611275648,78.113318098987,42.574193444373,14.49470035819,92.255948298948,5.13,39.611459026064
2016-06-30,59.862954088826,144.79,13.014085838067,45.28686777476499,41.489155514207,146.17133839753998,39.205666092557,25.157877960418,79.13421658049,43.521775537671004,14.789108625452002,93.428693404443,5.14,39.982663820883005
2016-07-01,59.477611609979,143.96,12.847364316403999,44.99981811635801,41.273830809958,145.84668809688,38.943193247404,25.099776625636,78.686965817165,42.985769505098,14.720413363091,93.71210680493799,5.07,40.06081219874
